filename,id,input_text,audio_caption,subject,target,situation,mechanism_Affection,mechanism_Intent,mechanism_Attitude,mechanism,domain,culture,label_Affection,label_Intent,label_Attitude,rationale,skipped,abandon
affection_1088.mp4,affection_1088,we doing a dystopian nightmare christmas this year?,"The speaker's tone is one of mild disdain or sarcasm, suggesting a slightly mocking or dismissive attitude toward the idea of having a ""dystopian nightmare Christmas."" Their emotional style appears to be somewhat detached or indifferent, as they are not expressing strong positive or negative emotions about the concept. 

The background environment is not explicitly described, but given the context, it is likely a casual or relaxed setting where the speaker is conversing with others about holiday plans or preferences. The tone suggests a light-hearted or humorous conversation, possibly in a home or social gathering setting.",the speaker (employee in blue),the Xmas display / holiday plan,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Workplace,General Culture,Surprised,NULL,NULL,"[Anchor]
- Text evidence: ""dystopian nightmare christmas"" (negative, sarcastic). 
- Visual evidence: speaker in blue stands with hands in pockets and a flat/sten expression; coworker faces speaker with a surprised/concerned look; visible sparse ""XMAS DISPLAY"" bins and a small tree. 
- Cross-modal setup: the line verbally exaggerates a bleak holiday while the scene shows a plain, underwhelming display and deadpan body language.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the literal negative phrase is non-literal because vocal sarcasm plus deadpan posture negate a literal reading; audio indicates mock disdain and visuals show restrained annoyance. Minimal justification: text's hyperbole is reframed by tone and posture as implied irritation rather than real fear.

[Inference]
- Emotion label: Angry.
- Subject/target justification: the speaker (employee in blue) expresses mild annoyance toward the Christmas display/plan. 
- Domain/Culture usage: workplace context supports reading this as coworker sarcasm signaling mild annoyance rather than serious distress.",False,False
affection_1313.mp4,affection_1313,"We were wondering what was taking so long with the gift, but now we understand you were doing this.","The speaker's tone in this audio clip is light-hearted and slightly amused. They convey a sense of understanding and perhaps even a bit of relief, as they share their realization about the delay in the gift. The speaker seems to be engaging in a humorous or lighthearted exchange, possibly in a social or informal setting where laughter and good-natured teasing are expected.

In terms of emotional style, the speaker maintains a relaxed and casual demeanor. Their tone suggests they are not taking the situation seriously and are instead approaching it in a playful or informal manner. This emotional style aligns with the light-hearted nature of the conversation, indicating a comfortable and possibly close relationship between the speaker and the person they are addressing.

The background environment is likely a public or social setting, such as a cafe, a comedy club, or a casual gathering where people are free to express themselves in a more relaxed and informal way. The presence of laughter in the audio further supports the idea that the speaker is in a setting where humor is shared and appreciated, contributing to a warm and friendly atmosphere.",the speaker,the person who delayed the gift,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Friendship Interaction,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""We were wondering what was taking so long"" — literal tone: neutral/explanatory. 
- Visual evidence: a person (Joey) in a bent/performing posture; two others (Chandler, Monica) standing and observing; amused/attentive body language in a living-room kitchen set. 
- Cross-modal setup: the sentence reads as a mild complaint/explanation while audio/visual cues signal amusement and playful attention.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: neutral-sounding text is reframed by laughing tone and playful visuals, turning a literal remark into teasing affection. 
- Minimal justification: the modalities conflict in polarity (explanatory vs playful), implying nonliteral warmth.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the speaker expresses amused, understanding affection toward the person who caused the delay. 
- Domain/Culture usage: Friendship Interaction norms make playful teasing an affiliative signal; culture provides no additional disambiguation.",False,False
affection_0131.mp4,affection_0131,she's gonna feel so sorry she dumped you.,"The speaker's tone in the sentence ""She's gonna feel so sorry she dumped you"" seems to convey a sense of confidence or possibly even sneering. The emotional style could be interpreted as sarcastic or mocking, suggesting that the speaker believes the person being addressed will encounter regret or disappointment. 

The background environment is not explicitly described in the sentence, so it is not possible to infer any specific details about the setting or atmosphere. However, the use of a casual, somewhat informal tone suggests that the conversation might be taking place in a relaxed or private setting, perhaps between friends or colleagues. The speaker seems to be in a position of authority or control, as they are predicting the future reaction of someone else.",the speaker (employee),the ex who dumped him,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Workplace,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""she's gonna feel so sorry she dumped you"" (literal tone: superficially supportive/encouraging, positive). 
- Visual evidence: woman in store vest with eyes partly closed and pursed lips; small hand gesture near laptop; seated coworker looking toward her. 
- Cross-modal setup: the wording sounds consoling but vocal delivery and facial/body cues indicate contemptuous or mocking delivery.

[Pivot]
- Mechanism: affective_deception.
- Trigger rule: a surface-friendly prediction is paired with sneering tone and smug facial cues, showing masked rather than genuine support.
- Minimal justification: the modalities conflict between apparent consolation (text) and mocking delivery (audio+visual).

[Inference]
- Emotion label: Happy.
- Subject/target justification: the speaker expresses satisfied/taunting pleasure directed at the ex who dumped him. 
- Domain/Culture usage: workplace casual banter favors teasing/schadenfreude reading rather than sincere consolation.",False,False
affection_1205.mp4,affection_1205,I gargled with tequila and may have swallowed a teeny bit.,"The speaker's tone is somewhat casual and slightly slurred, indicating that they have been drinking tequila. The emotional style seems relaxed and possibly amused, as there is a sense of light-heartedness in their speech. The background environment is likely a social setting, such as a bar or party, where alcohol consumption is common, contributing to the speaker's current state.",the speaker,the conversation partner,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Public & Service,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""I gargled with tequila and may have swallowed"" — literal tone: a neutral/admitting confession. 
- Visual evidence: the speaker leans forward, smiles, places a hand on chest, and background patrons are drinking. 
- Cross-modal setup: the verbal admission is modestly incriminating, while voice and face convey relaxed amusement rather than worry.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the spoken confession conflicts with playful vocal and facial cues, reframing the admission as teasing/light-hearted rather than serious.
- Minimal justification: audio slur and smiling expressions negate a literal problem reading, signaling playful rapport.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the speaker feels amused/playful toward the conversation partner and the social situation. 
- Domain/Culture provides no additional disambiguation.",False,False
affection_0014.mp4,affection_0014,"nope, nope. i'm not saying squat in anything called a  safe space.","The speaker's tone in this clip is assertive and emphatic, conveying a strong sense of conviction and urgency. The emotion behind the speech is likely one of frustration or anger, as the speaker is firmly rejecting the concept of a ""safe space."" The background environment is not specified, so it cannot be determined whether the speaker is in a quiet indoor setting or a noisy public space.",Jonah (the speaker),the concept 'safe space',Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Workplace,General Culture,Disgusted,NULL,NULL,"[Anchor]
- Text evidence: ""i'm not saying squat in anything called a safe space."" Tone: negative/defiant. 
- Visual evidence: speaker standing and gesturing with palms outward; colleague beside him looks surprised; several coworkers in the audience have crossed arms or frowns. 
- Cross-modal setup: The words state a refusal without naming an emotion, while voice and body language show clear hostility.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: The verbal content is a factual refusal but the vocal delivery and gestures convey strong negative affect, creating a cross-modal disparity that forces an implicit emotional reading.
- Minimal justification: Because the text lacks explicit emotion, the angry tone and hostile body cues supply the affective meaning.

[Inference]
- Emotion label: Angry.
- Subject/target justification: The speaker (Jonah) expresses implicit anger directed at the idea of a ""safe space."" 
- Domain/Culture usage: As a workplace meeting in general culture, staff disagreement over a ""safe space"" frames the refusal as confrontational rather than neutral.",False,False
affection_0005.mp4,affection_0005,so you pegged me in the face with a yam?,"The speaker's tone is likely to be sarcastic or mocking, given the context of being hit in the face with a yam, which is unusual and potentially painful. The emotional style may be amused or mocking, as the situation seems outlandish or unexpected. The background environment is not specified, but it could be a casual setting, such as a social gathering or a humorous conversation, where such a statement would be fitting.",Glenn (the speaker),the coworker,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Workplace,General Culture,Angry,NULL,NULL,"[Anchor]
- Text evidence: quote ""so you pegged me in the face"" (accusatory/sarcastic tone). Visual evidence: man holds an ice pack to his forehead; his face shows an exaggerated pained/surprised expression; a woman in a blue vest sits close facing him. Cross-modal setup: the line accuses someone of hitting him, while visuals show a comedic, non-serious physical interaction.

[Pivot]
- Mechanism: multimodal_incongruity. Trigger rule: the accusatory text is negated by playful visual and vocal cues (sarcastic audio + exaggerated, comedic injury), producing a nonliteral, teasing reading. Minimal justification: audio indicates mockery and the visuals are exaggerated rather than hostile.

[Inference]
- Emotion label: Happy. Subject/target justification: Glenn (speaker) is expressing amused, teasing affect toward the coworker who hit him. Domain/Culture usage: in workplace casual banter this sarcastic accusation is typically playful, supporting an amused interpretation.",False,False
affection_0858.mp4,affection_0858,"no, no, no, no, no.","The speaker's tone in this audio segment is one of firm denial or strong286, as indicated by the repeated use of ""no"" with an assertive inflection. This suggests a clear message of refusal or disagreement.

The speaker's emotional style appears to be assertive and possibly stressed, which can be inferred from the urgency in the ""no"" tone. There is a sense of urgency or emphasis in the utterance, as the words are repeated and said with a stronger voice.

The background environment is not explicitly detailed, so it's assumed to be typical of a conversation or public speaking context, with no distinctive ambient noise or atmosphere described.","the speaker (the person saying ""no"")",the man offering the clipboard,Affection,affective_deception,NULL,NULL,affective_deception,Public & Service,General Culture,Angry,NULL,NULL,"[Anchor]
- Text evidence: ""no, no, no, no, no."" (literal tone: negative/denial). 
- Visual evidence: woman frowning and turning away; man leaning forward with an outstretched hand/clipboard; cardboard box and event decorations on table indicating a busy social setup. 
- Cross-modal setup: the terse verbal refusal aligns with an interpersonal exchange where one person is offering or pressing something and the other resists.

[Pivot]
- Mechanism: affective_deception.
- Trigger rule: the short, surface denial is terse/controlled while vocal urgency and facial/body cues leak stronger irritation; nonverbal signals reveal underlying negative affect beyond a simple refusal.
- Minimal justification: the modalities together show that the speaker's words try to stop something but involuntary tone and expressions disclose frustration.

[Inference]
- Emotion label: Angry.
- Subject/target justification: the speaker appears angry/irritated toward the man pressing the clipboard/request. 
- Domain/Culture usage: Domain/Culture provides no additional disambiguation.",False,True
affection_0187.mp4,affection_0187,it's the traditional last doll,"The speaker uses a formal tone with a slight hint of sarcasm or irony, suggesting a somewhat detached or reserved emotional style. The background environment appears to be a public or professional setting, possibly a formal event or a discussion in a serious context.",the speaker (man holding the doll),the girls,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Public & Service,Latin American Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""it's the traditional last doll"" (neutral/formal literal tone). 
- Visual evidence: man holding a purple doll; broad smile/open-mouth laugh; two girls facing him at a decorated event. 
- Cross-modal setup: the sentence is a factual label while voice and visuals show amused warmth rather than dry reportage.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the neutral literal phrase plus slightly ironic audio contrasts with overtly warm, smiling behavior, forcing a non-literal, playful reading.
- Minimal justification: sarcasm in voice + smiling reframes the line as affectionate teasing.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the speaker (man) expresses amused/affectionate warmth directed at the girls and the ritual.
- Domain/Culture provides disambiguation: in Latin American quinceañera tradition the 'last doll' is nostalgic, so ironic wording plus a smile reads as affectionate teasing.",False,False
affection_0567.mp4,affection_0567,"i just found out that, um, i got a work permit.","The speaker's tone is neutral and slightly hesitant, indicating a mix of relief and surprise. The emotional style is subdued, reflecting a sense of calm and acceptance. The background environment appears to be a quiet, indoor setting, possibly a home or office, with no discernible distractions or interruptions.",the speaker,a work permit,Affection,affective_deception,NULL,NULL,affective_deception,Workplace,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""i got a work permit."" — literal tone: neutral/hesitant. 
- Visual evidence: speaker standing at a service counter with a slightly open mouth/raised brows; colleague at right leaning in and listening; other employees in uniform watching. 
- Cross-modal setup: the utterance is a plain announcement while audio/visual cues show subdued relief/surprise.

[Pivot]
- Mechanism: affective_deception.
- Trigger rule: a neutral, muted verbal report is accompanied by vocal and facial/body leakage that reveals a positive affective reaction.
- Minimal justification: the words state the fact without emotion, but tone and expressions betray restrained happiness.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the speaker implicitly feels happy about receiving the work permit (the positive outcome is directed at the permit news).
- Domain/Culture usage: In a workplace context, obtaining a work permit is a positive event, which supports interpreting the leaked relief as happiness.",False,True
affection_0865.mp4,affection_0865,"um, i'm gonna- i gotta get back to work.","The speaker's tone is neutral and matter-of-fact, indicating a sense of urgency or importance about needing to return to work. There is no particular emotion conveyed through the tone, suggesting a professional or practical attitude. The background environment is not described, so it is unknown.",Jonah,the coworker,Affection,affective_deception,NULL,NULL,affective_deception,Workplace,General Culture,Bad,NULL,NULL,"[Anchor]
- Text evidence: ""i'm gonna- i gotta get back to work."" (neutral, matter-of-fact). 
- Visual evidence: downward gaze/eyes cast down; pursed/closed lips; body turned away with arm extended toward exit; a coworker visible from behind. 
- Cross-modal setup: the spoken line is a neutral exit line while the visuals show avoidance and hesitant body language.

[Pivot]
- Mechanism: affective_deception.
- Trigger rule: neutral verbal turn-taking is paired with nonverbal leakage (gaze aversion, turning away) that contradicts full disengagement.
- Minimal justification: the body language undermines the purely neutral wording, indicating a masked low-intensity negative affect.

[Inference]
- Emotion label: Bad.
- Subject/target justification: Jonah (the speaker) appears uncomfortable or awkward toward the conversation/the coworker. 
- Domain/Culture provides disambiguation: workplace norms favor neutral exits, explaining why the affect is verbally masked.",False,True
affection_1514.mp4,affection_1514,Really? Struck down in the prime of life.,"The speaker's tone is characterized by a sense of surprise or disbelief, often referred to as a ""shocked"" tone. This is evident in the use of the word ""really"" and the overall inflection of the sentence. The emotional style of the speaker is one of mild astonishment or surprise, which could be interpreted as a reaction to a sudden realization or unexpected news. The speaker's voice carries a tone that suggests they are not quite sure whether to believe what they are hearing or seeing.

The background environment appears to be a public or social setting where the speaker is likely engaging in a conversation or perhaps delivering a speech. The presence of laughter in the background suggests that the speaker's words may have elicited amusement or humor from the audience, indicating that the tone of the speaker's voice could be light-hearted or even ironic. The laughter implies that the audience is reacting positively to the speaker's delivery, which might be due to the speaker's expressive and animated tone or their ability to evoke laughter through their words.",the speaker,the person/situation being referenced,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Friends & Roommates,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""Struck down in the prime of life."" (literal tone: negative/sad/lamenting). 
- Visual evidence: male speaker seated with a notebook; slight smirk/raised eyebrows across frames; listener looks down/averted gaze; relaxed posture. 
- Cross-modal setup: The lamenting line is delivered amid audible laughter and amused facial cues, so surface wording and delivery conflict.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: The sorrowful wording is negated by amused delivery and smirking visuals, prompting an ironic/nonliteral reading.
- Minimal justification: The audiovisual cues convert a literal lament into sarcastic teasing.

[Inference]
- Emotion label: Happy.
- Subject/target justification: The speaker implicitly expresses playful, affiliative teasing toward the referenced person/situation.
- Domain/Culture usage: The Friends & Roommates sitcom context supports reading this as light-hearted sarcasm rather than genuine grief.",False,False
affection_0903.mp4,affection_0903,what's going on? is everything okay?,"The speaker's tone in the given audio is concerned and somewhat urgent. They are asking ""What's going on? Is everything okay?"" which indicates a level of anxiety or distress. The emotional style can be described as cautious or apprehensive, as the speaker seems to be questioning the situation and possibly trying to understand if there is a problem.

The background environment is not explicitly described in the audio, but since the speaker's tone suggests concern, it could be a setting where there is some sort of issue or uncertainty. This might be a professional setting, a social gathering, or even a personal space where the speaker feels to clarify or address a situation. The specifics of the environment, such as whether it is indoors or outdoors, with other people present, or alone, are not provided, but the emotional context implies a setting where the speaker feels the need to inquire about the status of their surroundings or circumstances.",the speaker (female employee),the situation / possible incident in the store,Affection,affective_deception,NULL,NULL,affective_deception,Workplace,General Culture,Surprised,NULL,NULL,"[Anchor]
- Text evidence: ""what's going on? is everything okay?"" (neutral question). Audio evidence: concerned, somewhat urgent tone. Visual evidence: woman with name tag holding clipboard and pen; attentive gaze and slightly open mouth directed off-screen; store aisle and a coworker in blue vest partially blocking view.
- Cross-modal setup: The wording is an informational query while voice and face display worry.

[Pivot]
- Mechanism: affective_deception.
- Trigger rule: a neutral/questioning text is paired with vocal urgency and facial/gesture cues that leak underlying worry.
- Minimal justification: The situation is not stated as emotional in words, but nonverbal cues reveal anxious concern.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: The speaker appears worried about the immediate situation/possible incident in the store. Domain/Culture provides no additional disambiguation.",False,True
affection_0953.mp4,affection_0953,but you're making it pretty tough.,"The speaker's tone is friendly and approachable, suggesting a casual and relaxed conversation. The emotional style is empathetic and supportive, indicating a caring and understanding attitude. The background environment appears to be indoors, possibly in a cozy home setting, contributing to the warm and inviting atmosphere.",Dina (the speaker),the colleague she addresses,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Workplace,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""but you're making it pretty tough."" (literal tone: mild complaint/negative). 
- Visual evidence: pointing finger toward interlocutor; seated, leaning slightly forward; open mouth mid-speech; direct eye contact. 
- Cross-modal setup: The utterance reads as a mild reproach, but the audio is warm and the speaker's gestures are direct and familiar rather than hostile.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: Friendly vocal tone and affiliative pointing contradict the literal mildly critical wording, reframing it as teasing/affection.
- Minimal justification: The negative lexical content is canceled by supportive prosody and familiar body language.

[Inference]
- Emotion label: Happy.
- Subject/target justification: The speaker (Dina) implicitly conveys warmth/teasing toward the colleague she addresses rather than genuine anger. 
- Domain/Culture usage: Workplace norms allow mild teasing as affiliative; Domain/Culture therefore supports a positive, playful reading.",False,False
